"Location";"Status";"Authors";"Title";"Bibliographical reference";"Composition (year_from)";"Composition (year_to)";"First publication (year_from)";"First publication (year_to)";"Language";"Text";"Comment";"General reference";"Line reference";"Overlap/Similarity";"Modifications";"Marking for work";"Marking for author";"Genre";"Subject";"Narrative voice";"Textual functions";"Intertextual relations";"Source";"Bib. ref. source";"URL";"Internal comment";"Contributor"
" Let him bless thee too.";"unedited";"William Shakespeare";"Romeo and Juliet";"Shakespeare, William.  Romeo and Juliet.  Act 4, scene 3, line 15.";"1595";"1595";"1595";"1595";"English";"[Juliet:] And <span class=""quote"">shrieks like mandrakes</span> torn out of the earth [...].";"";"@009002 Lord Chamberlain's (Lord Hunsdon's) Men / @008001 The Globe, London";"@000987 Romeo and Juliet";"pending";"VeKw#002019 mandrakes groan";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010006-10.
Williams, John Davis Ellis. Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905. 10.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"_ 0_Anon";"Captain Thomas Stukeley";"Anonymous.  The Famous Historye of the life and death of Captaine Thomas Stukeley. With his marriage to Alderman Curteis Daughter, and valiant ending of his life at the Battaile of Alcazar. London: Printed for Thomas Pauyer 1605.  Main Text, line 157 [normalized spelling].";"1596";"1596";"1596";"1596";"English";"[Old Stukeley:] When saw you that <span class=""quote"">unthrifty Boy</span>, Tom Stukeley?";"";"";"@001049 Captain Thomas Stukeley";"";"#000136 unthrifty boy";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-139.";"[Old Stukeley:] when saw you that vnthrifty Boy Tom Stuklie";"Anonymous.  The Famous Historye of the life and death of Captaine Thomas Stukeley. With his marriage to Alderman Curteis Daughter, and valiant ending of his life at the Battaile of Alcazar. London: Printed for Thomas Pauyer 1605.  Main Text, line 157.";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"_ 0_Anon";"Captain Thomas Stukeley";"Anonymous.  The Famous Historye of the life and death of Captaine Thomas Stukeley. With his marriage to Alderman Curteis Daughter, and valiant ending of his life at the Battaile of Alcazar. London: Printed for Thomas Pauyer 1605.";"1596";"1596";"1596";"1596";"English";"<span class=""annotation"">Character: O'Neill </span>";"";"";"@001049 Captain Thomas Stukeley";"";"NaCa#002071 ONeill";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-161.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"The Merchant of Venice";"Shakespeare, William.  The Merchant of Venice.  Act 4, scene 1, line 55.";"1596";"1596";"1596";"1596";"English";"[Shylock:] [...] <span class=""quote"">Why he cannot abide a gaping pig </span>[...].";"";"@009002 Lord Chamberlain's (Lord Hunsdon's) Men / @008002 The Theatre, London";"@001047 The Merchant of Venice";"3-word phrase";"WoPh#001016 cannot abide gaping pig";"Unmarked";"Unmarked";"Comedy";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010000-117.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909. 117.";"";"";"Reitzer Elliot"
" I am but mad north-north-west: when the wind is";"provisional";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 1, scene 1, lines 247-251.";"1596";"1596";"1596";"1596";"English";"[King:] [...] But to the place where. It standeth <span class=""quote"">north-north-east and by east from the west corner </span>of thy curious-knotted garden. There did I see that low-spirited swain, that base minnow of thy mirth [...].";"";"";"@001031 Loves Labours Lost";"pending";"SuId#000059 north-north-east or west";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010084";"";"";"  Hohl Trillini Regula"
" Revenge his foul and most unnatural murder.";"provisional";"Thomas Lodge";"Wit's Misery and the World's Madness";"Lodge, Thomas.  Wits miserie, and the worlds madnesse. discouering the deuils incarnat of this age. B.L. London: Adam Islip, 1596. Quoted in: J.O. Halliwell-Philipps. Memoranda on the Tragedy of Hamlet. London: James Evan Adlard, 1879.  17 [normalised spelling].";"1596";"1596";"1596";"1596";"HAS SEVERAL LEXIAS!";"[...] and though this fiend be begotten of his father's own blood, yet is he different from his nature, and were he not sure that jealousy could not make him a cuckold, he had long since published him for a bastard; - you shall know him by this, his heart steeled against charity; he walks for the most part in black under colour of gravity and looks as pale as the visard of the ghost which cried so miserably at the Theatre like an oyster wife, <span class=""quote""><i>Hamlet, revenge</i>.</span>";"Referring to an earlier, lost <i>Hamlet</i> play (the so-called ""Ur-Hamlet""), which contained the frequently quoted exclamation ""Hamlet, revenge!"" The 1932 edition of the <i>Shakspere Allusion Book</i> mentions this reference in its list of ""Passages mistaken for allusions"" (cf. John Munro, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909. Vol. 2, Appendix A).";"";"@005579 Wits Misery and the Worlds Madness ";"motif with name";"NaCa#005006 Ghost of Hamlet / SuMe#000140 Revenge / NaMa#000149 Hamlet, revenge";"Unmarked";"Unmarked";"Unspecified";"AFTER TRANSFER Fix biblio or normalised title";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010025/@010037/@010046/@010089-215./@010137/@010076/@010000
Jenkins, Harold. ""'Hamlet' Then Till Now."" Shakespeare Survey 18: Shakespeare Then Till Now. Ed. Stanley Wells. Cambridge: Cambridge University Press, 1993. 1-14.<br>
Müller, Wolfgang G., ed. Hamlet. Englisch-deutsche Studienausgabe. Tübingen: Stauffenberg, 2006.<br>
Halliwell-Philipps, James Orchard. Memoranda on the Tragedy of Hamlet. London: James Evan Adlard, 1879.<br>
Anon. The Annual Register or, A View of the History, Politics, and Literature, for the Year 1767. London: J. Dodsley, 1779. 215.<br>
Sams, Eric. The Real Shakespeare: Retrieving the Early Years, 1564-1594. New Haven and London: Yale University Press, 1995. <br>
Anders, H. R. D. Shakespeare’s Books. Berlin: Georg Reimer, 1904.<br>
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co., 1909.";"[...] and though this fiend be begotten of his fathers own blood, yet is he different from his nature, and were he not sure that jealousie could not make him a cuckold, he had long since published him for a bastard; - you shall know him by this, his heart steeled against charity; he walks for the most part in black under colour of gravity and looks as pale as the visard of the ghost which cried so miserally at the Theator like an oister wife, <span class=""quote""><i>Hamlet, revenge</i>.</span>";"Lodge, Thomas.  Wits miserie, and the worlds madnesse: discouering the deuils incarnat of this age. B.L. London: Adam Islip, 1596. Quoted in: J.O. Halliwell-Philipps. Memoranda on the Tragedy of Hamlet. London: James Evan Adlard, 1879.  17.";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Love's Labour's Lost";"Shakespeare, William.  Love's Labour's Lost.  Act 4, scene 2, line 3.";"1596";"1596";"1596";"1596";"English";"[Holofernes:] The deer was, as you know, sanguis, in blood, ripe as the pomewater, who now <span class=""quote"">hangeth like a jewel in the ear of caelo, the sky </span>[...].";"";"";"@001031 Loves Labours Lost";"image with keyword(s)";"VeKw#000093 woman like jewel hanging in (Ethiops) ear";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010006-8.
Williams, John Davis Ellis.  Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905.  8.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"King John";"Shakespeare, William.  King John.  Act 5, scene 7, line 14.";"1596";"1596";"1596";"1596";"English";"[Prince Henry:] I am the cygnet to this <span class=""quote"">pale faint swan</span>,<br>
Who chants a doleful hymn to his own death [...].";"";"";"@001043 King John";"pending";"SuId#002018 pale swan";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010006-10.
Williams, John Davis Ellis. Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905. 10.";"";"";" Heeg Stefanie"
" Thus it remains, and the remainder thus. Perpend.";"provisional";"William Shakespeare";"The Merry Wives of Windsor";"Shakespeare, William.  The Merry Wives of Windsor.  Act 2, scene 1, line 113-115. ";"1597";"1597";"1597";"1597";"HAS SEVERAL LEXIAS!";"[Pistol:] He woos both high and low, both rich and poor, <br>
Both young and old, one with another, Ford.<br>
He loves the <span class=""quote"">gallimaufry</span>. Ford, <span class=""quote"">perpend</span>.";"";"";"@001079 The Merry Wives of Windsor";"1 keyword";"WoMo#000262 perpend / WoMo#000327 gallimaufry";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010001
LION";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 5, scene 4, lines 132-133.";"1597";"1597";"1597";"1597";"English";"[Prince:] Come, brother John. Full bravely hast thou fleshed <br>
Thy <span class=""quote"">maiden sword.</span>";"";"";"@001059 Henry IV Part 1";"2-word phrase";"WoPh#000782 maiden sword";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Trillini Regula"
" O Hamlet, what a falling-off was there!";"provisional";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 1, scene 3, lines 95-97. ";"1597";"1597";"1597";"1597";"English";"[Hotspur:] Revolted Mortimer!	<br>
<span class=""quote"">He never did fall off, </span>my sovereign liege,<br>
But by the chance of war. ";"";"";"@001059 Henry IV Part 1";"1 keyword";"WoPh#000292 oh what a falling off";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated Shakespeare edition)";"@010082
Hibbard, G. R., ed.  William Shakespeare. Hamlet. The Oxford Shakespeare. Oxford and New York: Oxford University Press, 1994.";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry IV Part 1";"Shakespeare, William.  Henry IV Part 1.  Act 5, scene 1, lines 130-142.";"1597";"1597";"1597";"1597";"English";"[Falstaff:] [...] Well, 'tis no matter. <span class=""quote"">Honor pricks me on</span>. Yea, but how if <span class=""quote"">honor prick me off </span>when I come on? How then? Can honor set to a leg? No. Or an arm? No. Or take away the grief of a wound? No. Honor hath no skill in surgery, then? No. What is honor? A word. What is in that word ""honor""? What is that ""honor""? Air. A trim reckoning. Who hath it? He that died o' Wednesday. Doth he feel it? No. Doth he hear it? No. 'Tis insensible, then? Yea, to the dead. But will it not live with the living? No. Why? Detraction will not suffer it. Therefore,
I'll none of it. Honor is a mere scutcheon. And so ends my catechism.";"";"";"@001059 Henry IV Part 1";"pending";"VeKw#002043 honour pricks me on";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010087/@010059/@010083
Peery, William. ""Shakespeare and Nathan Field."" Neophilologus (January 1950): 238-245.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry IV Part 2";"Shakespeare, William.  Henry IV Part 2.  Act 2, scene 4, line 180.";"1597";"1597";"1597";"1597";"English";"[Pistol:]<span class=""quote""> Then feed and be fat, my fair Calipolis.</span>
";"";"";"@001083 Henry IV Part 2";"";"#002254 feed fair Calipolis";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-88.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"Francis Meres";"Palladis Tamia";"Meres, Francis.  Palladis Tamia. Wits Treasury, being the second part of Wits common wealth. By Francis Meres Maister of Artes of both Vniuersities. London: P. Short for Cuthbert Burbie, 1598.  281 [normalised spelling].";"1598";"1598";"1598";"1598";"English";"<i>Michael Drayton (quem toties honoris & amoris causa nomino)</i> among scholars, soldiers, Poets, and all sorts of people, is held for a man of virtuous disposition, honest conversation, and well governed carriage, which is almost miraculous among good wits in these declining and corrupt times, when there is <span class=""quote"">nothing but roguery</span> in villainous man, & when cheating and craftiness is counted the clearest wit, and fondest wisdom.";"";"";"@005607 Palladis Tamia ";"2-word phrase";"WoPh#000634 nothing but roguery";"Unmarked";"Unmarked";"Anthology";"";"";"Anthology or dictionary entry";"Citation";"Secondary (Shakespeare Studies)";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"<i>Michael Drayton (quem toties honoris & amoris causa nomino)</i> among schollers, souldiours, Poets, and all sorts of people, is helde for a man of vertuous disposition, honest conversation, and wel governed cariage, which is almost miraculous among good wits in these declining and corrupt times, when there is nothing but rogery in villanous man, & when cheating and craftines is counted the clearest wit, and foundest wisedome.";"Meres, Francis.  Palladis Tamia. Wits Treasury, being the second part of Wits common wealth. By Francis Meres Maister of Artes of both Vniuersities. London: P. Short for Cuthbert Burbie, 1598.  281.";"Danneck Martin"
" Let him bless thee too.";"unedited";"John Marston";"The Scourge of Villainy";"Marston, John.  ""The Scourge of Villainy."" The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  F1 verso; book 2, satire 7 ""A Cynicke Satyre"" [normalized spelling].";"1598";"1598";"1598";"1598";"English";"<span class=""quote""><i>A man, a man, a kingdom for a man! </i><br></span>
Why, how now, currish, mad <i> Athenian? </i> <br>
Thou cynic dog, see'st not streets do swarm <br>
With troops of men?";"";"";"@005005 The Scourge of Villainy";"";"WoSn#000026 my kingdom for a horse";"Unmarked";"Unmarked";"Verse satire";"AFTER TRANSFER Fix biblio or normalised title";"Narrator";"Body of text";"Local reference";"Secondary (Shakespeare Studies) / Secondary (Annotated Shakespeare edition)";"@010000-1:54.
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.<br>
Wood, Harvey,  ed. The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939.";"<i>A man, a man, a kingdome for a man, </i>! <br>
Why, how now, currish, mad <i> Athenian? </i> <br>
Thou Cynick dogge, see'st not streets do swarme <br>
With troupes of men?";"Marston, John.  The scourge of villanie Three bookes of satyres. London: James Roberts for John Busby, 1598.  F1 verso.; book 2, satire 7 ""A Cynicke Satyre"".";"Danneck Martin"
" the rest of my fortunes turn Turk with me--with two";"provisional";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.  Act 3, scene 4, lines 55-56.";"1598";"1598";"1598";"1598";"English";"[Margaret:] Well, an you be not <span class=""quote"">turned Turk, </span>there's no more sailing by the star.";"";"";"@001148 Much Ado About Nothing";"2-word phrase";"WoPh#000183 turn turks";"Unmarked";"Unmarked";"Comedy";"";"Dialogue";"Body of text";"Local reference";"Secondary (Annotated Shakespeare edition)";"@010082
Hibbard, G. R., ed.  William Shakespeare. Hamlet. The Oxford Shakespeare. Oxford and New York: Oxford University Press, 1994.";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.  Act 2, scene 1, line 259.";"1598";"1598";"1598";"1598";"English";"[Benedick:] I will fetch you a <span class=""quote"">toothpicker</span> now from the
furthest inch of Asia [...].";"";"";"@001148 Much Ado About Nothing";"pending";"WoMo#002011 toothpick";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010006-8.
Williams, John Davis Ellis. Sir William Davenant's relation to Shakespeare: With an analysis of the Chief Characters of Davenant's Plays. PhD Strassburg 1905. 8.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"Much Ado About Nothing";"Shakespeare, William.  Much Ado About Nothing.  Act 5, scene 3, lines 24-28.";"1598";"1598";"1598";"1598";"English";"[Prince:] Good morrow, masters. Put your torches out. <br>
The wolves have preyed, and look, the gentle day <br>
Before the <span class=""quote"">wheels of Phoebus</span>, round about <br>
Dapples the drowsy east with spots of gray.<br>
Thanks to you all, and leave us. Fare you well.";"";"";"@001148 Much Ado About Nothing";"pending";"NaMa#002103 Phoebus cart ";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010000
Munro, John, Clement Mansfield Ingleby et al., eds. The Shakspere Allusion-Book: A Collection of Allusions to Shakspere from 1591 to 1700 [...]. London: Chatto and Windus; New York: Duffield and Co. 1909.";"";"";"  Hohl Trillini Regula"
" Thus it remains, and the remainder thus. Perpend.";"provisional";"William Shakespeare";"Henry V";"Shakespeare, William.  Henry V.  Act 4, scene 4, line 7-10.";"1599";"1599";"1599";"1599";"English";"[Pistol:] O, Seigneur Dew should be a gentleman. <br>
<span class=""quote"">Perpend my words, </span>O Seigneur Dew, and mark: <br>
O Seigneur Dew, thou diest on point of fox, except, O<br>
Seigneur, thou do give to me egregious ransom.";"";"";"@001183 Henry V";"1 keyword";"WoMo#000262 perpend";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010001
LION";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"Ben Jonson";"Every Man Out of His Humour";"Jonson, Ben.  Every Man Out of His Humour. London: Will Stansby 1616.  N.p.; act 5, scene 1, line 9 [normalised spelling].";"1599";"1599";"1599";"1599";"English";"[Puntarvolo:] [...] Here comes one that will <span class=""quote"">carry coals</span>; ergo, will hold my dog [...].";"";"@009002 Lord Chamberlain's (Lord Hunsdon's) Men / @008001 The Globe, London";"@001216 Every Man Out of His Humour";"";"WoPh#000015 carry coals";"Unmarked";"Unmarked";"Comedy";"tbe";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010001";"[Puntarvolo:] [...] Here comes one that wil carrie coales, ergo, will hold my dogge [...].";"Jonson, Ben.  Every Man Out of His Humour. London: Imprinted by Will Stansby 1616.  N.p.; act 5, scene 1, line 9. ";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry V";"Shakespeare, William.  Henry V.  Act 3, scene 2, lines 46-48.";"1599";"1599";"1599";"1599";"English";"[Boy:] [...] Nym and Bardolph are sworn brothers in filching,
and in Calais they stole a fire shovel. I knew by that
piece of service the men would <span class=""quote"">carry coals.</span>";"";"";"@001183 Henry V";"pending";"WoPh#000015 carry coals";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010001";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"Thomas Dekker";"Old Fortunatus";"Dekker, Thomas.  The Pleasant Comedie of Old Fortunatus. As it was plaied before the Queenes Maiestie this Christmas, by the Right Honourable the Earle of Nottingham, Lord high Admirall of England his Seruants. London: S. S. for William Aspley, 1600.  N.p.; 2nd chorus in the 2nd half. [spelling normalized].";"1599";"1599";"1599";"1599";"English";"[Chorus:] Gentles, if ere you have beheld the passions, <br/>
The combats of his soul who being a king, <br/>
By some usurping hand hath been deposed <br/>
From all his royalties: even such a soul, <br/>
Such eyes, such heart swollen big with sighs and tears, <br/> 
<span class=""quote"">The star-crossed sun of Fortunatus wears</span>.";"";"@009003 Admiral's (The Prince's) Men / @008005 The Rose, London";"@001217 Old Fortunatus";"pending";"WoPh#001010 star-crossed love";"Unmarked";"Unmarked";"Romance";"tbe";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010085-2.
Koeppel, Emil. Studien über Shakespeare's Wirkung auf zeitgenössische Dramatiker. Louvain: Uystpruyst, 1905. 2.";"[Chorus:] Gentels, if ere you haue beheld the passions, <br/>
The combats of his soule who being a king, <br/>
By some vsurping hand hath beene deposde <br/>
From all his royalties: euen such a soule, <br/>
Such eyes, such heart swolne big with sighes and teares, <br/> 
The star-crost sonne of Fortunatus weares.";"Dekker, Thomas.  The Pleasant Comedie of Old Fortunatus. As it was plaied before the Queenes Maiestie this Christmas, by the Right Honourable the Earle of Nottingham, Lord high Admirall of England his Seruants. London: S. S. for William Aspley, 1600.  N.p.; 2nd chorus in the 2nd half.";"Reitzer Elliot"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry V";"Shakespeare, William.  Henry V.  Act 4, chorus, lines 53-54.";"1599";"1599";"1599";"1599";"English";"[Chorus:][...] <span class=""quote"">Yet sit and see</span>,<br>
Minding true things by what their mock’ries be.";"""The presenter addresses the seated patrons, ignoring those in the yard, as does the chorus in Henry V""";"";"@001183 Henry V";"";"#002248 sit down and see";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-64.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"Henry V";"Shakespeare, William.  Henry V.  Act";"1599";"1599";"1599";"1599";"English";"[Chorus:] Leashed in like hounds, should<span class=""quote""> famine, sword, and
fire</span> <br>
Crouch for employment.
";"";"";"@001183 Henry V";"";"#002253 famine, sword, and fire";"";"Unmarked";"";"";"";"";"";"Secondary (Annotated edition)";"@010158-86.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"provisional";"William Shakespeare";"As You Like It";"Shakespeare, William.  As You Like It.  Act 3, scene 2, lines 64-68. ";"1600";"1600";"1600";"1600";"English";"[Touchstone:] Most shallow man. Thou worms' meat in respect of a good piece of flesh, indeed. Learn of the wise and <span class=""quote"">perpend: </span>civet is of a baser birth than tar, the very uncleanly flux of a cat. Mend the instance, shepherd.";"";"";"@001237 As You Like It";"1 keyword";"WoMo#000262 perpend";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Electronic search";"@010001
LION";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 1, scene 5, lines 81-86.";"1600";"1600";"1600";"1600";"English";"[Ghost:] [...] Thus was I, sleeping, by a brother's hand<br>
Of life, of crown, of queen at once dispatched,<br>
Cut off, even in the blossoms of my sin,<br>
<span class=""quote"">Unhouseled, disappointed, unaneled,</span><br>
No reck'ning made, but sent to my account<br>
With all my imperfections on my head. ";"";"";"@001259 Hamlet";"";"#004038 Unhouseled, disappointed, unaneled";"Unmarked";"Unmarked";"Tragedy";"tbe";"Dialogue";"Body of text";"Local reference";"Reading";"";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet. Act 3, scene 3, lines 40-";"1600";"1600";"1600";"1600";"English";"[King:] [...] O, my offense is rank, it smells to heaven; <br>
It hath the primal eldest curse upon 't, <br>
<span class=""quote"">A brother’s murder. </span>";"";"";"@001259 Hamlet";"";"SuMe#004099 fratricide";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies) / Secondary (Anthology) / Secondary (Annotated Shakespeare edition)";"@010046/@010045/@010036
Halliwell-Philipps, James Orchard. Memoranda on the Tragedy of Hamlet. London: James Evan Adlard, 1879.<br>
Hunt, Marvin W. Looking for Hamlet. Basingstoke: Palgrave Macmillan, 2007.<br>
Muir, Kenneth. The Sources of Shakespeare's Plays. London: Methuen, 1977.";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"John Marston";"Antonio's Revenge";"Marston, John.  ""Antonios Revenge."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:65-134.  116 [normalized spelling].";"1600";"1600";"1600";"1600";"English";"[Balurdo:] [...] I were as he,<span class=""quote""> I would bear no coals</span>, law I, I begin to swell, puff.";"";"";"@001271 Antonios Revenge";"";"WoPh#000015 carry coals";"Unmarked";"Unmarked";"Tragedy";"";"Dialogue";"Body of text";"Local reference";"Reading";"";"[Balurdo:] [...] I were as he, I would beare no coles, lawe I, I begin to swell, puffe.";"Marston, John.  ""Antonios Revenge."" The Plays of John Marston in Three Volumes. Ed. H. Harvey Wood. Edinburgh and London: Oliver and Boyd, 1934-1939. 1:65-134.  116.";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.";"1600";"1600";"1600";"1600";"English";"<span class=""quote"">Ophelia</span>";"";"";"@001259 Hamlet";"name or title";"NaCa#000138 Ophelia";"Character name (secondary)";"Unmarked";"Tragedy";"";"";"Body of text";"Local reference";"Electronic search";"@010084";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 3, scene 3, lines 102-103.";"1600";"1600";"1600";"1600";"HAS SEVERAL LEXIAS!";"[King:] <span class=""quote"">My words fly up, </span>my thoughts remain below;<br>
<span class=""quote"">Words without thoughts never to heaven go.</span>";"";"";"@001259 Hamlet";"idea";"SuId#005039 insincere prayers do not go up to Heaven / #004032 Prayers fly up";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Literary and Cultural Studies)";"@010015
Skemp, Arthur Rowland. Nathanael Richards' tragedy of Messallina the Roman emperesse. Louvain: A. Uystpruyst, 1910.";"";"";"  Hohl Trillini Regula"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 2, scene 2, lines 420-421.";"1600";"1600";"1600";"1600";"English";"[Polonius:] The best actors in the world, either for <span class=""quote"">tragedy, comedy, history, pastoral, pastoral-comical, historical-pastoral </span>[...].";"";"";"@001259 Hamlet";"";"SuId#000121 historico-politico-comical";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010005/@010000-1:382.";"";"";" Heeg Stefanie"
" Let him bless thee too.";"unedited";"William Shakespeare";"Hamlet";"Shakespeare, William.  Hamlet.  Act 5, scene 1, lines 199-201.";"1600";"1600";"1600";"1600";"HAS SEVERAL LEXIAS!";"[Hamlet:] [...] Now get you to my lady's chamber, and tell her, let her <span class=""quote"">paint an inch thick</span>, to <span class=""quote"">this favor she must come</span>. ";"";"";"@001259 Hamlet";"idea";"SuId#000756 make-up plastering ugliness / WoPh#000757 to this favour must she come / WoPh#003001 painted an inch thick";"Unmarked";"Unmarked";"Theatre";"";"Dialogue";"Body of text";"Local reference";"Secondary (Shakespeare Studies)";"@010106-446-447.
DeMent, Joseph W. ""A Possible 1594 Reference to Hamlet."" Shakespeare Quarterly 15:4 (Autumn 1964): 446-447. ";"";"";"  Hohl Trillini Regula"
